Non Nutrient Data.Image URL,Non Nutrient Data.Original Name,Non Nutrient Data.Unit,Non Nutrient Data.Amount,Non Nutrient Data.Price per Unit,Non Nutrient Data.Weight per Unit (g),Non Nutrient Data.Price per 100g,Non Nutrient Data.Regulated Name,Non Nutrient Data.Regulated Name English,Non Nutrient Data.FDC Name,Non Nutrient Data.Food Category,Energy.Energy [KCAL],Macronutrient.Carbohydrate [G],Macronutrient.Fiber [G],Macronutrient.Protein [G],Macronutrient.Saturated Fat [G],Macronutrient.Total Fat [G],Micronutrient.Calcium [MG],Micronutrient.Choline [MG],Micronutrient.Copper [MG],Micronutrient.Folate [UG],Micronutrient.Iron [MG],Micronutrient.Magnesium [MG],Micronutrient.Manganese [MG],Micronutrient.Niacin [MG],Micronutrient.Omega 3 (ALA) [G],Micronutrient.Omega 6 [G],Micronutrient.Phosphorus [MG],Micronutrient.Potassium [MG],Micronutrient.Riboflavin [MG],Micronutrient.Selenium [UG],Micronutrient.Sodium [MG],Micronutrient.Thiamin [MG],Micronutrient.Vitamin A [UG],Micronutrient.Vitamin B-12 [UG],Micronutrient.Vitamin B-6 [MG],Micronutrient.Vitamin C [MG],Micronutrient.Vitamin E [MG],Micronutrient.Zinc [MG],Micronutrient.Omega 3 (EPA + DHA) [G],Micronutrient.Vitamin K [UG],Non Nutrient Data.Fullness Factor,Insulin Index,Insulin Index Food Name,Non Nutrient Data.Preparation Time
"https://img.rewe-static.de/8405110/30952086_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Mr. Lowcarb Caesar Dressing 240ml,100g,2.4,1.08,100.0,1.08,"Caesar Dressing, Lowcarb","Caesar dressing, low-carb","Salad dressing, caesar, low calorie",Fats and Oils,115.20000000000002,18.6,0.1,0.3,0.703,4.4,24.0,17.4,0.01,2.0,0.18,2.0,0.045,0.04,0.0,0.0,19.0,29.0,0.01,1.6,1148.0,0.01,1.0,0.015,0.0,0.0,0.355,0.11,0.013,1.0,2.134938034404109,52,"Cottage cheese, low-fat","Salatdressing, Caesar, kalorienarm"
"https://img.rewe-static.de/8415305/31138903_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Rewe Beste Wahl Ingwer gemahlen 28g,100g,0.28,7.11,100.0,7.11,"Ingwer, gemahlen","Ginger, ground","Spices, ginger, ground",Spices and Herbs,360.56000000000006,71.62,14.1,8.98,2.599,4.24,114.0,41.2,0.48,13.0,19.8,214.0,33.3,9.62,0.249,0.0,168.0,1320.0,0.17,55.8,27.0,0.046,2.0,0.0,0.626,0.7,0.0,3.64,0.0,0.8,2.808098403012792,73,Gingerbread,"Gewürze, Ingwer, gemahlen"
"https://img.rewe-static.de/7864297/34397254_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Feldmann Bio Natur Apfelessig Balsamo...,100g,5.0,0.8,100.0,0.8,"Apfelessig, Balsamico","Apple cider vinegar, balsamic","Vinegar, balsamic",Spices and Herbs,70.08,17.03,0.0,0.49,0.0,0.0,27.0,0.0,0.026,0.0,0.72,12.0,0.131,0.0,0.0,0.0,19.0,112.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,2.7707182981010554,3,White wine,"Essig, Balsamico"
"https://img.rewe-static.de/5553563/7475230_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Brändle vita Walnussöl 500ml,100g,5.0,1.26,100.0,1.26,Walnussöl,Walnut oil,"Oil, walnut",Fats and Oils,900.0,0.0,0.0,0.0,9.1,100.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,15.0,0.0673376504536418,7,Walnut,"Öl, Walnuss"
"https://img.rewe-static.de/7816795/35690329_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Hellmann's Cheese Style Sauce 250ml,100g,2.5,0.92,100.0,0.92,Käsesauce,Cheese sauce,"Cheese sauce, prepared from recipe",Dairy and Egg Products,197.52,5.48,0.1,10.33,8.034,14.92,311.0,5.1,0.019,10.0,0.35,19.0,0.04,0.204,0.3815,0.0,229.0,142.0,0.243,6.6,493.0,0.044,82.0,0.175,0.045,0.6,0.045,1.26,0.0,0.9,2.1403017268880973,45,Cheese,"Käsesauce, nach Rezept zubereitet"
"https://img.rewe-static.de/7142169/27803225_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Schnittlauch 25g,100g,0.25,3.96,30.0,3.96,"Schnittlauch, roh","Chives, raw","Chives, raw",Vegetables and Vegetable Products,37.05,4.35,2.5,3.27,0.146,0.73,92.0,5.2,0.157,105.0,1.6,42.0,0.373,0.647,0.1265,0.0,58.0,296.0,0.115,0.9,3.0,0.078,218.0,0.0,0.138,58.1,0.105,0.56,0.0,212.7,4.116613130023575,4,"Avocado, raw, peeled","Schnittlauch, roh"
"https://img.rewe-static.de/2333554/24569615_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Avocado 1 Stück,Stück,1.0,1.99,200.0,0.995,"Avocado, roh","Avocado, raw","Avocados, raw, California",Fruits and Fruit Juices,181.09,8.64,6.8,1.96,2.126,15.41,13.0,14.2,0.17,89.0,0.61,29.0,0.149,1.912,0.098,0.015,54.0,507.0,0.143,0.4,8.0,0.075,7.0,0.0,0.287,8.8,1.97,0.68,0.0,21.0,1.977967821434926,4,"Avocado, raw, peeled","Avocado, roh, Kalifornien"
"https://img.rewe-static.de/4586581/2274440_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Hengstenberg Rotwein-Essig 500ml,100g,5.0,0.64,100.0,0.64,"Essig, Rotwein","Vinegar, red wine","Vinegar, red wine",Spices and Herbs,1.24,0.27,0.0,0.04,0.0,0.0,6.0,0.0,0.01,0.0,0.45,4.0,0.046,0.0,0.0,0.0,8.0,39.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03,0.0,0.0,4.475125649394332,3,White wine,"Essig, Rotwein"
"https://img.rewe-static.de/1907545/21289326_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Äpfel rot 1kg,100g,10.0,0.35,100.0,0.35,"Äpfel, roh","Apples, raw","Apples, raw, without skin",Fruits and Fruit Juices,53.29,12.76,1.3,0.27,0.021,0.13,5.0,3.4,0.031,0.0,0.07,4.0,0.038,0.091,0.0063333333333333,0.0,11.0,90.0,0.028,0.0,0.0,0.019,2.0,0.0,0.037,4.0,0.025,0.05,0.0,0.6,3.2110497764546584,43,"Apple, red delicious, raw","Äpfel, roh, ohne Schale"
"https://img.rewe-static.de/3665178/3278650_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Goldmais 140g,100g,1.4,0.99,100.0,0.99,"Mais, roh","Corn, raw","Corn, sweet, yellow, raw",Vegetables and Vegetable Products,100.03,18.7,2.0,3.27,0.325,1.35,2.0,23.0,0.054,42.0,0.52,37.0,0.163,1.77,0.1147499999999999,0.156,89.0,270.0,0.055,0.6,15.0,0.155,9.0,0.0,0.093,6.8,0.035,0.46,0.0,0.3,2.445176529914809,39,"Corn, frozen","Mais, roh"
"https://img.rewe-static.de/1082265/23328874_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Kichererbsen 265g,100g,2.65,0.68,100.0,0.68,"Kichererbsen, roh","Chickpeas, raw","Chickpeas (garbanzo beans, bengal gram), mature seeds, raw",Legumes and Legume Products,388.04,62.95,12.2,20.47,0.603,6.04,57.0,99.3,0.656,557.0,4.31,79.0,4.15,1.541,0.9925,0.0,252.0,718.0,0.212,0.0,24.0,0.477,3.0,0.0,0.535,4.0,0.41,2.76,0.0,9.0,3.3476515220322387,52,Chickpea,"Kichererbsen, roh"
"https://img.rewe-static.de/7655435/40788231_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Arla Kaergarden Gesalzen aus Butter &...,100g,3.5,1.11,100.0,1.11,"Butter, gesalzen","Butter, salted","Butter, salted",Dairy and Egg Products,733.63,0.06,0.0,0.85,51.368,81.11,24.0,18.8,0.0,3.0,0.02,2.0,0.0,0.042,0.1283333333333333,2.166,24.0,24.0,0.034,1.0,643.0,0.005,684.0,0.085,0.003,0.0,1.16,0.09,0.0,7.0,0.1646858182651316,15,"Peanuts, salted, roasted",Butter
"https://img.rewe-static.de/8956160/38024320_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl weiße riesen Bohnen 250g,100g,2.5,0.6,100.0,0.6,"Bohnen, weiß, roh","Beans, white, raw","Beans, white, mature seeds, raw",Legumes and Legume Products,342.17,60.27,15.2,23.36,0.219,0.85,240.0,66.2,0.984,388.0,10.44,190.0,1.796,0.479,1.121,0.0,301.0,1795.0,0.146,12.8,16.0,0.437,0.0,0.0,0.318,0.0,0.105,3.67,0.0,5.6,3.552896151605468,59,"Banana, raw, peeled","Bohnen, weiß, roh"
"https://img.rewe-static.de/5760348/2212260_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Kidney Bohnen 250g,100g,2.5,0.72,100.0,0.72,"Bohnen, Kidney, roh","Beans, kidney, raw","Beans, kidney, red, mature seeds, raw",Legumes and Legume Products,344.82,61.29,15.2,22.53,0.154,1.06,83.0,65.9,0.699,394.0,6.69,138.0,1.111,2.11,1.0815,0.0,406.0,1359.0,0.215,3.2,12.0,0.608,0.0,0.0,0.397,4.5,0.105,2.79,0.0,5.6,3.5076125922923422,69,Kidney bean,"Bohnen, Kidney, rot, roh"
"https://img.rewe-static.de/1011521/8081210_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Rote Bete-Scheiben 220g,100g,2.2,0.45,100.0,0.45,"Rote Bete-Scheiben, roh","Beet slices, raw","Beets, raw",Vegetables and Vegetable Products,46.21,9.56,2.8,1.61,0.027,0.17,16.0,6.0,0.075,109.0,0.8,23.0,0.329,0.334,0.053,0.0,40.0,325.0,0.04,0.7,78.0,0.031,2.0,0.0,0.067,4.9,0.02,0.35,0.0,0.2,3.560886967480326,4,"Avocado, raw, peeled","Rote Bete, roh"
"https://img.rewe-static.de/9073135/42827940_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Meica Curry King Curry Bockwurst 232g,100g,2.32,1.16,100.0,1.16,"Bockwurst, Curry, roh","Bockwurst, curry, raw","Bockwurst, pork, veal, raw",Sausages and Luncheon Meats,300.75,2.95,1.0,14.03,10.256,25.87,41.0,46.4,0.1,17.0,1.15,26.0,0.171,5.616,0.4596666666666666,0.0,169.0,270.0,0.233,11.3,756.0,0.193,15.0,0.43,0.378,3.2,0.19,2.07,0.0,70.2,1.9616474758739173,16,Bologna sausage,"Bockwurst, Schwein, Kalb, roh"
"https://img.rewe-static.de/0277688/20250499_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Kartoffelsalat mit Ei &...,100g,4.0,0.42,100.0,0.42,Kartoffelsalat mit Ei &...,Potato salad with egg &...,Potato salad with egg,"Meals, Entrees, and Side Dishes",157.16000000000005,16.18,1.3,1.96,1.437,9.4,15.0,18.2,0.041,13.0,0.5,15.0,0.112,0.8,0.315,1.4363333333333337,53.0,242.0,0.017,2.4,329.0,0.032,19.0,0.035,0.115,0.8,0.34,0.33,0.003,14.3,1.9200866286764573,121,Potato,Kartoffelsalat mit Ei
"https://img.rewe-static.de/0166774/1127270_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Maggi Ravioli in Tomatensauce 800g,100g,8.0,0.37,100.0,0.37,"Ravioli, Tomatensauce, gekocht","Ravioli, tomato sauce, cooked","Ravioli, meat-filled, with tomato sauce or meat sauce, canned","Meals, Entrees, and Side Dishes",96.69,13.26,1.5,3.24,1.46,3.41,12.0,12.5,0.053,21.0,1.09,12.0,0.144,1.245,0.08225,0.0586666666666666,40.0,178.0,0.057,9.6,283.0,0.057,14.0,0.075,0.055,0.0,0.25,0.39,0.002,1.0,2.4804819387212422,41,"Pasta sauce, tomato","Ravioli, Fleischfüllung, mit Tomatensauce oder Fleischsauce, konserviert"
"https://img.rewe-static.de/7262243/31210015_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Davert Schwarze Bohnen Bio 240g,100g,2.4,0.7,100.0,0.7,"Bohnen, schwarz","Beans, black","Beans, black, mature seeds, raw",Legumes and Legume Products,348.62,62.36,15.5,21.6,0.366,1.42,123.0,66.4,0.841,444.0,5.02,171.0,1.06,1.955,1.0365,0.0,352.0,1483.0,0.193,3.2,5.0,0.9,0.0,0.0,0.286,0.0,0.105,3.65,0.0,5.6,3.4557663388969755,60,"Grapes, black, raw","Bohnen, schwarz, roh"
"https://img.rewe-static.de/7854275/34487673_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Frikadelle mit...,100g,4.0,0.87,100.0,0.87,Frikadelle,Meatball,"Meatballs, meatless",Legumes and Legume Products,197.0,8.0,4.6,21.0,1.425,9.0,25.0,88.4,0.706,78.0,2.16,18.0,0.0,2.5,0.0,0.0,344.0,180.0,0.213,0.8,550.0,0.938,0.0,1.5,0.2,0.0,0.865,1.8,0.0,0.0,2.7545555268816293,19,Meat,"Fleischbällchen, fleischlos"
"https://img.rewe-static.de/7142662/27803229_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Dill 25g,100g,0.25,3.96,100.0,3.96,"Dill, roh","Dill, raw","Dill weed, fresh",Spices and Herbs,52.0,7.02,2.1,3.46,0.06,1.12,208.0,0.0,0.146,150.0,6.59,55.0,1.264,1.57,0.146,0.0,66.0,738.0,0.296,0.0,61.0,0.058,386.0,0.0,0.185,85.0,0.0,0.91,0.0,0.0,3.4195218955555173,41,"Carrot juice, fresh","Dillkraut, frisch"
"https://img.rewe-static.de/0137791/22899182_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Spargelköpfe 110g,100g,1.1,2.08,100.0,2.08,"Spargel, gekocht","Asparagus, cooked","Asparagus, cooked, boiled, drained",Vegetables and Vegetable Products,28.02,4.11,2.0,2.4,0.048,0.22,23.0,26.1,0.165,149.0,0.91,14.0,0.154,1.084,0.069,0.0,54.0,224.0,0.139,6.1,14.0,0.162,50.0,0.0,0.079,7.7,0.75,0.6,0.0,50.6,4.5980615721963325,21,"Prawns, boiled, peeled","Spargel, gekocht, gekocht, abgetropft"
"https://img.rewe-static.de/8114415/29858085_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Zuckermais vakuumiert 400g,100g,4.0,0.62,100.0,0.62,"Zuckermais, roh","Sweet corn, raw","Corn, sweet, white, raw",Vegetables and Vegetable Products,99.58,19.02,2.7,3.22,0.182,1.18,2.0,0.0,0.054,46.0,0.52,37.0,0.161,1.7,0.2224999999999999,0.0,89.0,270.0,0.06,0.6,15.0,0.2,0.0,0.0,0.055,6.8,0.07,0.45,0.0,0.3,2.455137604785829,39,"Corn, frozen","Mais, süß, roh"
"https://img.rewe-static.de/2151630/24950849_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Henglein Frischer Strudelteig 300g,100g,3.0,0.76,100.0,0.76,"Strudelteig, gebacken","Strudel dough, baked","Strudel, apple",Baked Products,278.4,41.1,2.2,3.3,2.044,11.2,15.0,17.4,0.03,28.0,0.42,9.0,0.19,0.33,0.1335,0.0,33.0,149.0,0.025,6.1,135.0,0.04,6.0,0.11,0.046,1.7,0.71,0.19,0.001,2.9,1.5890979396339908,102,Pretzel,"Strudel, Apfel"
"https://img.rewe-static.de/8442869/32141900_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Sauerkirschen 195g,100g,1.95,0.92,100.0,0.92,"Sauerkirschen, roh","Sour cherries, raw","Cherries, sweet, raw",Fruits and Fruit Juices,70.08,16.01,2.1,1.06,0.038,0.2,13.0,6.1,0.06,4.0,0.36,11.0,0.07,0.154,0.2133333333333333,0.0,21.0,222.0,0.033,0.0,0.0,0.027,3.0,0.0,0.049,7.0,0.035,0.07,0.0,2.1,2.8049322771010554,60,"Grapes, black, raw","Kirschen, süß, roh"
"https://img.rewe-static.de/0137873/23107767_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Tortenpfirsiche Schnitt...,100g,5.0,0.54,100.0,0.54,Tortenpfirsiche,Pie peaches,"Pie, peach",Baked Products,229.2,32.9,0.8,1.9,1.508,10.0,8.0,7.2,0.053,29.0,0.5,6.0,0.152,0.2,0.075,0.0,22.0,125.0,0.033,1.3,217.0,0.061,10.0,0.0,0.023,0.9,0.47,0.09,0.0,3.3,1.634001972034073,39,Peach,"Kuchen, Pfirsich"
"https://img.rewe-static.de/8496253/32189170_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl 5-Frucht Cocktail 250g,100g,2.5,0.8,100.0,0.8,Fruchtcocktail,Fruit cocktail,"Fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, light syrup, solids and liquids",Fruits and Fruit Juices,61.95,14.93,1.0,0.4,0.01,0.07,6.0,3.7,0.07,3.0,0.29,5.0,0.147,0.38,0.0,0.0,11.0,89.0,0.019,0.5,6.0,0.018,10.0,0.0,0.051,1.9,0.25,0.09,0.0,2.6,2.958788005483464,54,"Peaches, canned in juice","Obstsalat, (Pfirsich, Ananas, Birne, Traube, Kirsche), konserviert, leichter Sirup, feststoffe und flüssigkeiten"
"https://img.rewe-static.de/4042409/631300_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Feinkost Dittmann Kapern 60g,100g,0.6,3.15,100.0,3.15,"Kapern, roh","Capers, raw","Capers, canned",Spices and Herbs,36.74,4.89,3.2,2.36,0.233,0.86,40.0,6.5,0.374,23.0,1.67,33.0,0.078,0.652,0.0,0.0,10.0,40.0,0.139,1.2,2348.0,0.018,7.0,0.0,0.023,4.3,0.44,0.32,0.0,24.6,4.101311184749756,23,"Navy beans, canned","Kapern, konserviert"
"https://img.rewe-static.de/7706716/38308805_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Erbsen & Möhrchen 530g,100g,5.3,0.45,100.0,0.45,"Erbsen, Möhrchen, roh","Peas, carrots, raw","Peas, green, raw",Vegetables and Vegetable Products,83.07999999999998,14.45,5.7,5.42,0.071,0.4,25.0,28.4,0.176,65.0,1.47,33.0,0.41,2.09,0.1466666666666666,0.0,108.0,244.0,0.132,1.8,5.0,0.266,38.0,0.0,0.169,40.0,0.065,1.24,0.0,24.8,2.8923798563826395,37,Pea,"Erbsen, grün, roh"
"https://img.rewe-static.de/7063965/26636865_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Aprikosen 500g,100g,5.0,0.54,100.0,0.54,"Aprikosen, roh","Apricots, raw","Apricots, raw",Fruits and Fruit Juices,53.59,11.12,2.0,1.4,0.027,0.39,13.0,2.8,0.078,9.0,0.39,10.0,0.077,0.6,0.04,0.0,23.0,259.0,0.04,0.1,1.0,0.03,96.0,0.0,0.054,10.0,0.445,0.2,0.0,3.3,3.261014368084733,4,"Avocado, raw, peeled","Aprikosen, roh"
"https://img.rewe-static.de/7589883/41938999_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Bio Zitrone 500g im Netz,100g,5.0,0.32,100.0,0.32,"Zitrone, roh","Lemon, raw","Lemon juice, raw",Fruits and Fruit Juices,31.16,6.9,0.3,0.35,0.04,0.24,6.0,5.1,0.016,20.0,0.08,6.0,0.012,0.091,0.0045,0.004,8.0,103.0,0.015,0.1,1.0,0.024,0.0,0.0,0.046,38.7,0.075,0.05,0.0,0.0,4.389584858667362,44,"Orange, raw, peeled","Zitronensaft, roh"
"https://img.rewe-static.de/0185597/23252834_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Himbeeren gezuckert...,100g,1.3,1.68,100.0,1.68,"Himbeeren, gezuckert","Raspberries, sweetened","Raspberries, frozen, red, sweetened",Fruits and Fruit Juices,108.88,26.16,4.4,0.7,0.005,0.16,15.0,10.2,0.105,26.0,0.65,13.0,0.65,0.23,0.0,0.0,17.0,114.0,0.045,0.3,1.0,0.019,3.0,0.0,0.034,16.5,0.36,0.18,0.0,6.5,2.268686807622842,31,"Raisins, seedless","Himbeeren, gefroren, rot, gesüßt"
"https://img.rewe-static.de/5532930/9176620_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Garten-Erbsen mit Möhrchen 265g,100g,2.65,0.68,100.0,0.68,"Garten-Erbsen, Möhrchen, roh","Garden peas, baby carrots, raw","Carrots, baby, raw",Vegetables and Vegetable Products,36.690000000000005,8.24,2.9,0.64,0.023,0.13,32.0,7.5,0.1,27.0,0.89,10.0,0.151,0.556,0.0246666666666666,0.0,28.0,237.0,0.036,0.9,78.0,0.03,690.0,0.0,0.105,2.6,0.0,0.17,0.0,9.4,4.013337256449275,42,Carrot,"Karotten, Baby, roh"
"https://img.rewe-static.de/0678949/21538661_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Bambussprossen 175g,100g,1.75,0.79,100.0,0.79,Bambussprossen,Bamboo shoots,"Bamboo shoots, raw",Vegetables and Vegetable Products,33.900000000000006,5.2,2.2,2.6,0.069,0.3,13.0,0.0,0.19,7.0,0.5,3.0,0.262,0.6,0.107,0.0,59.0,533.0,0.07,0.8,4.0,0.15,1.0,0.0,0.24,4.0,0.5,1.1,0.0,0.0,4.293512596932885,93,"Honeydew melon, raw","Bambussprossen, roh"
"https://img.rewe-static.de/7845277/34663996_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Cup Noodles Miso Japanese Style 67g,100g,0.67,1.93,100.0,1.93,"Nudeln, Miso, Japanisch, gekocht","Noodles, Miso, Japanese, cooked","Noodles, japanese, soba, cooked",Cereal Grains and Pasta,106.9,21.44,0.0,5.06,0.019,0.1,4.0,0.0,0.008,7.0,0.48,9.0,0.374,0.51,0.2324999999999999,0.0,25.0,35.0,0.026,0.0,60.0,0.094,0.0,0.0,0.04,0.0,0.0,0.12,0.0,0.0,2.454351937703751,22,Noodle,"Nudeln, japanisch, Soba, gekocht"
"https://img.rewe-static.de/9035712/41899802_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Piquaños Taco Shells 144g,100g,1.44,2.42,100.0,2.42,Taco Shells,Taco shells,"Taco shells, baked",Baked Products,475.71,63.49,6.7,6.41,7.105,21.79,100.0,29.9,0.113,69.0,1.64,83.0,0.56,1.867,0.27925,1.7036666666666669,233.0,231.0,0.08,4.8,324.0,0.216,1.0,0.0,0.203,0.0,0.345,1.61,0.0,8.6,1.6052436114021371,24,Taco,"Taco-Schalen, gebacken"
"https://img.rewe-static.de/8767027/36713030_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Regional Schweine-Minutenbauc...,100g,5.0,1.4,100.0,1.4,"Schweine-Minutenbauch, roh","Pork belly, raw","Pork, fresh, belly, raw",Pork Products,514.4499999999999,0.0,0.0,9.34,19.33,53.01,5.0,0.0,0.052,1.0,0.52,4.0,0.006,4.647,0.0,0.0,108.0,185.0,0.242,8.0,32.0,0.396,3.0,0.42,0.13,0.3,0.195,1.02,0.0,0.0,0.705217656939467,19,Pork,"Schweinefleisch, frisch, Bauch, roh"
"https://img.rewe-static.de/8881712/42405732_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Bio Weiße Bohnen 250g,100g,2.5,0.92,100.0,0.92,"Bohnen, weiße","Beans, white","Beans, white, mature seeds, canned",Legumes and Legume Products,116.45,21.2,4.8,7.26,0.074,0.29,73.0,0.0,0.232,65.0,2.99,51.0,0.515,0.113,0.348,0.0,91.0,454.0,0.037,1.6,340.0,0.096,0.0,0.0,0.075,0.0,0.79,1.12,0.0,2.9,2.5404741688843977,23,"Navy beans, canned","Bohnen, weiß, reife Samen, konserviert"
"https://img.rewe-static.de/8734590/40804856_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",KoRo Bio Edamame 130g,100g,1.3,1.38,100.0,1.38,"Edamame, gekocht","Edamame, cooked","Edamame, frozen, prepared",Vegetables and Vegetable Products,130.08,8.91,5.2,11.91,0.62,5.2,63.0,56.3,0.345,311.0,2.27,64.0,1.024,0.915,0.323,0.5963333333333333,169.0,436.0,0.155,0.8,6.0,0.2,15.0,0.0,0.1,6.1,0.34,1.37,0.003,26.7,2.679219849792372,39,"Corn, frozen","Edamame, gefroren, zubereitet"
"https://img.rewe-static.de/1180517/23012071_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Bonduelle Grüne Brechbohnen fein 455g,100g,4.55,0.53,100.0,0.53,"Bohnen, grüne, fein","Beans, green, fine","Beans, snap, green, raw",Vegetables and Vegetable Products,37.18,6.97,2.7,1.83,0.05,0.22,37.0,15.3,0.069,33.0,1.03,25.0,0.216,0.734,0.0503333333333333,0.0,38.0,211.0,0.104,0.6,6.0,0.082,35.0,0.0,0.141,12.2,0.205,0.24,0.0,43.0,4.03897365975714,43,"Apple, red delicious, raw","Bohnen, Schnapp, grün, roh"
"https://img.rewe-static.de/0136885/22927408_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",REWE Beste Wahl Original Frankfurter...,100g,2.5,1.4,100.0,1.4,"Frankfurter, gekocht","Frankfurter, cooked","Frankfurter, meat",Sausages and Luncheon Meats,289.56,4.17,0.0,10.26,7.666,25.76,99.0,0.0,0.097,6.0,1.09,15.0,0.045,2.665,0.5325,0.0,206.0,152.0,0.121,12.5,1090.0,0.055,0.0,1.57,0.166,0.0,0.19,1.2,0.0,0.0,1.7947833531916029,16,Frankfurter,"Frankfurter, Fleisch"
"https://img.rewe-static.de/0026158/24569612_digital-image.png?resize=152px:152px&output-quality=80&output-format=jpeg&im=BackgroundColor,color=fffff",Papaya essreif 1 Stück,Stück,1.0,3.19,500.0,0.638,"Papaya, roh","Papaya, raw","Papayas, raw",Fruits and Fruit Juices,47.5,10.82,1.7,0.47,0.081,0.26,20.0,6.1,0.045,37.0,0.25,21.0,0.04,0.357,0.0076666666666666,0.0,10.0,182.0,0.027,0.6,8.0,0.023,47.0,0.0,0.038,60.9,0.15,0.08,0.0,2.6,3.4389734659538616,129,Papaya,"Papayas, roh"
